numero,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
80208,WAGPOJ,-3951.438796,-0.10282,12.0722,0.95092,0.08403,-0.19691,-0.11288,341.9948
80211,SODTAJ,-3649.947564,-0.117471,0.7918,1.25066,0.13539,-0.20963,-0.07424,378.037952
80213,FAJYOF,-4453.802269,-0.163532,8.4992,0.96358,0.13732,-0.154,-0.01668,443.692018
80214,DOWHAY,-5019.362422,-0.123066,4.2594,0.87949,0.20383,-0.20107,0.00276,361.8845
80215,DIVKAW,-3857.488949,-0.173137,5.5887,0.99127,0.15315,-0.16665,-0.0135,481.135778
80216,FOBFIO,-3219.327772,-0.097372,9.8533,0.97238,0.09025,-0.29127,-0.20102,327.5709
80217,GUKGIC,-3657.149949,-0.186139,1.2577,1.21341,0.16764,-0.20993,-0.04229,492.324167
80218,HALVUL,-3690.76427,-0.158754,0.0002,1.26459,0.08934,-0.18098,-0.09164,504.405743
80219,TULDIN,-3519.047757,-0.150338,0.8334,1.17743,0.15198,-0.19069,-0.03871,429.995459
80221,OQISOX,-4371.897628,-0.125155,0.3505,1.14887,0.09061,-0.21272,-0.12211,400.80074
80224,OZOQUR,-2933.026268,-0.100635,1.841,1.15958,0.14992,-0.17935,-0.02943,300.046836
80225,AFOFEH,-3366.490385,-0.166718,5.3515,1.25516,0.17104,-0.17972,-0.00868,431.65765
80226,SODYUH,-3841.221037,-0.092956,11.9809,0.95053,0.11096,-0.20473,-0.09377,301.761844
80227,HAMJEN,-4498.767411,-0.178654,12.902,1.01394,0.08459,-0.1925,-0.10791,469.846269
80229,QADTOH,-3934.531399,-0.152206,8.6854,1.14929,0.07079,-0.17072,-0.09993,499.332951
80230,ELEGAF,-4165.715001,-0.117722,2.8022,0.9532,0.01236,-0.16637,-0.15401,402.838361
80233,BOHYED,-4210.273637,-0.092735,4.124,1.1812,0.12401,-0.2323,-0.10829,332.401257
80234,VAJFET,-4950.283594,-0.211511,15.2219,0.8908,0.09626,-0.18071,-0.08445,546.214836
80235,HERSON,-3568.338855,-0.139052,9.9121,1.15333,0.16245,-0.22116,-0.05871,416.097266
80237,LUNXEY,-3899.940565,-0.057735,10.5568,0.97483,0.09639,-0.21195,-0.11556,230.362597
80238,GEQFAK,-3622.343014,-0.083675,7.0591,1.01445,0.11584,-0.17191,-0.05607,266.709367
80239,YOQBOW,-3734.21175,-0.099803,10.1754,0.9626,0.1395,-0.22136,-0.08186,291.352405
80240,FEKGAE,-3149.724528,-0.089662,9.2033,1.16695,0.09798,-0.17072,-0.07274,323.610777
80242,QOLMEK,-2947.291089,-0.080898,2.6825,1.20189,0.12823,-0.18873,-0.0605,263.551799
80243,XESLUC,-5221.224741,-0.163338,0.1751,1.20535,0.00375,-0.14956,-0.14581,493.746742
80244,LATKEX,-3087.062536,-0.118049,4.9553,1.23248,0.17959,-0.20881,-0.02922,309.119405
80245,NAGMUE,-4107.329258,-0.085352,0.343,0.83126,0.17484,-0.20383,-0.02899,294.758849
80246,ICUFIW,-3062.167395,-0.099089,8.2749,1.04026,0.17921,-0.29839,-0.11918,266.857268
80248,EQOGIB,-2987.705344,-0.122752,7.7831,1.20261,0.19098,-0.33654,-0.14556,284.503267
80250,ISAHOB,-3997.616552,-0.099048,4.442,0.96699,0.16839,-0.23459,-0.0662,323.607919
80251,GEDFEA,-3614.21586,-0.050542,8.7894,0.91055,0.24204,-0.09759,0.14445,167.593188
80253,CATVUQ,-7771.953733,-0.135358,5.8642,0.82234,0.09483,-0.1757,-0.08087,389.536844
80254,RUVDIX,-3277.966144,-0.103711,13.5499,1.12888,0.12465,-0.20196,-0.07731,305.13627
80255,TILFAY,-3808.488656,-0.136273,0.0061,1.20591,0.11829,-0.19475,-0.07646,475.64003
80257,DUSTOC,-3845.838286,-0.109741,7.9182,0.96804,0.12721,-0.19676,-0.06955,323.284075
80259,LUKTOA,-8173.814128,-0.076716,9.8345,0.94217,0.1145,-0.23395,-0.11945,270.952889
80262,BOYBEY,-3382.712275,-0.05423,10.0862,0.94112,0.15281,-0.20555,-0.05274,201.45912
80263,QANFOA,-3598.861374,-0.13256,8.0037,1.21707,0.20544,-0.25188,-0.04644,395.145453
80264,SELSOU,-6073.459823,-0.346837,0.0037,1.25223,0.18605,-0.21626,-0.03021,897.631383
80265,HAMBOM,-3690.763546,-0.158277,0,1.26257,0.09096,-0.18227,-0.09131,504.420032
80267,GISQAA,-2878.780999,-0.105225,0.0033,1.10493,0.20954,-0.16826,0.04128,261.957708
80268,BUTDUQ,-4044.123185,-0.081819,20.0306,1.14755,0.06225,-0.17796,-0.11571,354.601711
80270,ABOWOF,-2885.873616,-0.061632,3.8454,1.20147,0.10677,-0.1898,-0.08303,240.799088
80271,RUWSEJ,-3696.784058,-0.129888,5.0142,1.01123,0.21132,-0.24204,-0.03072,384.476315
80272,ZEXHEP,-4345.572976,-0.160497,8.8651,0.9437,0.16655,-0.19592,-0.02937,467.812106
80273,EYIZET,-4006.9184,-0.103477,5.908,0.846,0.1135,-0.21288,-0.09938,430.297137
80276,QUQMOE,-3921.549231,-0.181151,8.2807,1.20665,0.12389,-0.22477,-0.10088,490.721165
80277,DARQOD,-3769.413785,-0.185229,4.3222,1.16219,0.15843,-0.19625,-0.03782,503.160389
80278,EHIDAA,-4829.268213,-0.251779,7.6977,1.17484,0.0928,-0.1872,-0.0944,576.435887
80279,LODSIG,-4207.129731,-0.207418,6.0534,1.18952,0.08361,-0.16428,-0.08067,611.982627
80280,MUMGIL,-7993.174112,-0.09056,2.11,1.27213,0.08216,-0.18498,-0.10282,315.447299
80281,AFUPUO,-4148.554146,-0.178296,0.002,1.2635,0.08632,-0.17125,-0.08493,570.264199
80283,GIVQUY,-3027.582209,-0.058048,9.7437,1.18258,0.07401,-0.07825,-0.00424,217.542468
80284,LIVYUK,-3359.718442,-0.134599,5.2525,1.18458,0.18327,-0.21231,-0.02904,397.611957
80285,VUGCOQ,-3637.293052,-0.100612,10.9656,1.18468,0.13969,-0.24786,-0.10817,362.254502
80286,JOWBOP,-6498.185373,-0.213371,4.6707,1.05083,0.08823,-0.28373,-0.1955,564.39513
80288,GECWIX,-3343.238105,-0.047559,11.7982,0.93091,0.10163,-0.2114,-0.10977,200.037501
80289,CAKGIH,-3003.981619,-0.106873,2.8899,1.15896,0.1366,-0.19084,-0.05424,333.122282
80290,XEYCOW,-3619.108397,-0.104681,13.8215,1.03865,0.06584,-0.17146,-0.10562,341.337316
80291,SAQJEC,-3786.369877,-0.136791,7.4098,0.98528,0.1803,-0.22228,-0.04198,338.469937
80292,WADHEP,-3653.968858,-0.033755,8.7878,0.85449,0.23446,-0.24193,-0.00747,142.659573
80295,CUXWAU,-3910.821855,-0.157521,0.9084,1.14463,0.10029,-0.19281,-0.09252,536.186087
80296,ZURGOK,-3293.982834,-0.058013,9.9418,0.93938,0.17142,-0.22615,-0.05473,200.144026
80297,TIMKIJ,-2960.78793,-0.113007,3.2542,1.10893,0.20543,-0.21402,-0.00859,324.856289
80298,MAHWAW,-3709.293101,-0.062117,10.4594,0.91674,0.08301,-0.21,-0.12699,226.4741
80299,OLOZEV,-2546.928784,-0.066656,0.0179,1.1152,0.13683,-0.15717,-0.02034,220.601367
80300,ABIQUY,-3815.180456,-0.106725,5.1209,0.97963,0.18919,-0.20233,-0.01314,321.000881
80301,YIQQAQ,-5106.588645,-0.189912,8.1443,0.92463,0.10762,-0.18883,-0.08121,518.924614
80302,VOXNED,-3151.936029,-0.095816,6.4239,1.17116,0.09325,-0.18097,-0.08772,337.254318
80303,CIZFUP,-3521.119349,-0.112073,5.6937,1.1183,0.09207,-0.20219,-0.11012,373.324694
80304,WUPYIR,-3701.198532,-0.199565,7.3256,1.04194,0.156,-0.18884,-0.03284,493.991959
80305,ATOSEH,-2975.707642,-0.115782,2.7226,1.14343,0.13407,-0.17736,-0.04329,335.718525
80308,WELJUV,-3657.611396,-0.109333,4.6192,0.97871,0.19141,-0.1984,-0.00699,287.555446
80309,IZAFIZ,-3552.934544,-0.169104,0.5481,1.25966,0.09259,-0.17379,-0.0812,486.4963
80310,WIRFIP,-8417.024877,-0.129553,12.9897,0.92702,0.09195,-0.18988,-0.09793,440.228399
80311,VESTIY,-7117.802541,-0.403451,0.6331,1.24878,0.06852,-0.17954,-0.11102,1233.018987
80312,ADINOQ,-4769.96174,-0.258553,9.2936,1.17279,0.07385,-0.18999,-0.11614,659.164565
80313,CORQUW,-4612.519654,-0.094447,17.2141,0.91268,0.1098,-0.20334,-0.09354,302.172345
80314,VAWWIA,-2760.191782,-0.053535,8.3042,0.85115,0.21373,-0.21781,-0.00408,188.817011
80315,MAWLOM,-4318.815867,-0.225477,8.6991,1.16176,0.0907,-0.14715,-0.05645,582.927854
80316,IKADIJ,-3301.150301,-0.096392,7.213,1.16688,0.07363,-0.17311,-0.09948,344.609439
80317,VIYKET,-3112.676964,-0.084573,4.4009,1.18176,0.05744,-0.21289,-0.15545,299.38005
80318,WAHKAT,-3860.438424,-0.235685,5.9045,1.26831,0.11302,-0.16165,-0.04863,547.999591
80319,AZIYEO,-3645.524103,-0.065336,12.1971,0.95535,0.14336,-0.21781,-0.07445,266.836246
80320,MAVFAS,-4771.668844,-0.279412,6.4986,1.21466,0.11311,-0.27976,-0.16665,675.501113
80321,DAMLUA,-3500.625194,-0.073615,10.833,0.93469,0.1345,-0.21004,-0.07554,232.39173
80322,ICOBAE,-2508.736234,-0.058784,8.4981,1.02052,0.07631,-0.1758,-0.09949,217.479482
80324,SIDNOK,-7926.792669,-0.107793,7.6624,1.22981,0.1603,-0.17609,-0.01579,317.885586
80325,ERUQUE,-2590.969507,-0.073902,6.9011,1.06512,0.09176,-0.1536,-0.06184,248.037384
80327,ONUNIV,-3881.328879,-0.074994,11.3095,0.92159,0.19179,-0.20677,-0.01498,229.078468
80328,UFUMUG,-8128.341855,-0.060042,9.6636,0.8859,0.13293,-0.22123,-0.0883,213.351554
80332,OGUNIP,-6034.203194,-0.194812,7.0976,1.19122,0.07902,-0.19656,-0.11754,577.314277
80333,QEYJIO,-17131.53049,-0.32221,81.6985,1.13784,0.00921,-0.18578,-0.17657,948.702078
80334,QIRWEW,-3867.843479,-0.14329,5.9121,1.08704,0.07259,-0.18875,-0.11616,443.71113
80335,HEMNIZ,-4158.598324,-0.120078,14.5643,0.82275,0.05933,-0.21353,-0.1542,404.849588
80336,DOQGIB,-4061.280283,-0.163741,2.2679,1.16947,0.09982,-0.18548,-0.08566,437.358651
80337,UNEDAU,-4219.955379,-0.151599,6.8832,1.09356,0.10012,-0.19312,-0.093,430.802358
80338,PEPSEL,-3693.237146,-0.130595,1.5944,1.1912,0.1661,-0.19931,-0.03321,436.709642
80339,CINLIW,-3217.088379,-0.07733,40.4273,1.19915,0.01086,-0.13514,-0.12428,261.740755
80340,FIPRUR,-2550.60939,-0.036898,14.4131,1.14789,0.15832,-0.19058,-0.03226,145.048716
80341,CAKGAW,-3034.863288,-0.104155,8.8834,1.00538,0.1725,-0.30795,-0.13545,294.039376
80343,EHICUT,-4753.052996,-0.21335,2.6874,1.1716,0.10656,-0.18676,-0.0802,558.924263
80344,LEFKAL,-3529.232703,-0.100565,5.8649,1.17162,0.13043,-0.17409,-0.04366,351.991391
80345,NOMXUJ,-3507.604445,-0.159616,1.857,1.18742,0.1317,-0.17906,-0.04736,462.805018
80346,XEPWEV,-8308.106621,-0.1385,0.0749,1.28924,0.15752,-0.17354,-0.01602,386.637234
80348,UCATIB,-4406.396065,-0.099207,8.2412,0.87164,0.07528,-0.17341,-0.09813,341.410774
80349,JUQXUO,-4368.357045,-0.16908,6.2149,0.94708,0.1397,-0.19006,-0.05036,484.465723
80350,MEQQUV,-4064.040024,-0.150935,3.9676,1.13135,0.12077,-0.19105,-0.07028,449.582187
80352,BOCCUT,-3854.009553,-0.076615,1.3161,1.18211,0.13266,-0.18827,-0.05561,272.4465
80353,HIJTID,-2775.210306,-0.035877,10.5866,0.83454,0.07232,-0.21577,-0.14345,176.522861
80354,IGAVIV,-3991.045497,-0.197192,12.8251,1.1669,0.12319,-0.19071,-0.06752,520.115676
80355,EDAXAK,-3168.788495,-0.123675,1.7273,1.15302,0.16146,-0.18325,-0.02179,345.023603
80356,AYIKAU,-3922.989793,-0.105149,14.6865,0.94653,0.10812,-0.18117,-0.07305,362.239829
80357,LUZTEG,-3150.236003,-0.121721,3.984,1.03799,0.13042,-0.16954,-0.03912,338.518554
80358,ZIPHEN,-3828.405405,-0.236194,4.5726,1.21951,0.11248,-0.2754,-0.16292,576.720841
80360,UGODUQ,-4177.435085,-0.084517,5.3669,0.87703,0.11366,-0.16812,-0.05446,307.333869
80362,PAQDOB,-4527.576495,-0.229458,2.4069,1.3934,0.15553,-0.20654,-0.05101,563.86816
80364,YAMXAO,-3160.074395,-0.083562,11.9745,1.08611,0.13749,-0.21579,-0.0783,270.490219
80366,HUPDUR,-5192.812991,-0.212733,1.9022,1.21991,0.06384,-0.18998,-0.12614,598.464091
80367,QEXVOH,-3315.083687,-0.072056,12.4174,1.21303,0.08527,-0.3089,-0.22363,259.030809
80369,IFIBEH,-4160.27146,-0.181412,2.4989,1.0534,0.1356,-0.17521,-0.03961,504.990946
80370,ICOBEI,-2439.795929,-0.067004,5.1513,1.02603,0.20946,-0.18568,0.02378,213.56186
80371,NABLUY,-7599.338348,-0.217143,5.3464,0.95534,0.11721,-0.21827,-0.10106,703.161411
80372,AGEZAN,-4253.565217,-0.091103,8.1639,0.83057,0.17775,-0.19425,-0.0165,284.069618
80373,GOKTAE,-3769.70055,-0.155195,4.9042,1.1672,0.13014,-0.16228,-0.03214,432.055396
80375,WUZNIP,-3151.15122,-0.062475,1.8799,1.18663,0.14527,-0.19061,-0.04534,249.751415
80376,FODSUO,-4674.9588,-0.129409,0.7579,0.82689,0.157,-0.20307,-0.04607,436.015795
80377,ZENHEI,-7786.952323,-0.079184,10.6661,0.93649,0.09959,-0.20815,-0.10856,268.290124
80378,SECHIS,-4596.649184,-0.182576,11.3896,0.91856,0.12585,-0.18893,-0.06308,533.9751
80380,ALUXEM,-3158.542442,-0.096912,1.3857,1.18792,0.11642,-0.171,-0.05458,317.365524
80384,MEPLUP,-3077.548597,-0.137206,6.8178,1.15749,0.17049,-0.16359,0.0069,368.096423
80385,MOPLEJ,-3868.801464,-0.136406,7.835,0.92077,0.14734,-0.17578,-0.02844,359.583856
80386,UMOBAZ,-2812.710328,-0.075501,4.0352,1.16259,0.12326,-0.18951,-0.06625,257.658899
80388,WUMDUE,-3982.509573,-0.178656,8.4748,1.0894,0.13154,-0.18303,-0.05149,467.576503
80389,PUFYAR,-4883.847353,-0.119936,8.9675,1.16819,0.14568,-0.20405,-0.05837,339.844924
80390,LIKXIN,-5129.049223,-0.179698,4.6026,1.14193,0.13113,-0.20121,-0.07008,496.836411
80391,DAPQAN,-3214.028639,-0.086928,8.484,1.12172,0.10541,-0.19841,-0.093,292.935332
80394,DICWAP,-3200.513734,-0.085385,8.1906,1.12109,0.09524,-0.196,-0.10076,296.002911
80398,RAGXII,-8146.754284,-0.062293,9.0913,0.9169,0.14768,-0.22752,-0.07984,212.625666
80399,OMEWOU,-2560.251328,-0.049296,3.1971,1.16327,0.23336,-0.20056,0.0328,165.529806
80400,ITUJIS,-3504.071333,-0.086271,8.6983,0.96276,0.17271,-0.20512,-0.03241,252.812238
80403,BOFYAY,-3720.448157,-0.12577,1.8035,1.15587,0.14601,-0.20594,-0.05993,424.210055
80404,QEJVUW,-3492.311724,-0.171097,8.6397,1.29805,0.15472,-0.15487,-0.00015,422.496791
80407,GAKQIV,-3294.877651,-0.128812,14.456,1.20947,0.07047,-0.28881,-0.21834,374.929466
80408,IJURAI,-4371.97772,-0.2278,2.1599,1.20464,0.04975,-0.17838,-0.12863,626.312971
80410,DIFCIH,-8822.693483,-0.216395,12.016,0.97074,0.09893,-0.19452,-0.09559,536.410957
80412,SEMPOP,-3690.764194,-0.15874,0.0012,1.26443,0.0895,-0.18105,-0.09155,504.404511
80413,XAMGIC,-4997.321427,-0.182309,13.2021,0.93189,0.12662,-0.18058,-0.05396,540.692358
80415,SOSHAK,-2998.843322,-0.088632,6.0446,1.16295,0.11931,-0.1959,-0.07659,272.323352
80416,MENSUU,-2902.791644,-0.042526,10.4088,0.86401,0.09608,-0.19658,-0.1005,205.706028
80417,GIMWAC,-2663.317962,-0.064456,0.0348,1.19449,0.23646,-0.21624,0.02022,207.246317
80418,TEBDOT,-2523.298789,-0.052592,7.5384,1.17343,0.12365,-0.29822,-0.17457,180.213524
80419,XIWTUU,-3185.939119,-0.104121,0.456,1.14598,0.09994,-0.20366,-0.10372,357.914704
80420,QEJLEX,-2688.09581,-0.044047,4.731,1.18533,0.20002,-0.22405,-0.02403,186.253503
80421,ZIHNEM,-3725.432047,-0.113575,7.3201,1.01668,0.18373,-0.22971,-0.04598,309.318974
80422,YATWEX,-3657.633117,-0.106317,10.6145,0.97961,0.13374,-0.21282,-0.07908,302.582314
80423,MIFRAV,-5026.569683,-0.142812,15.06,0.97037,0.02866,-0.13009,-0.10143,423.811905
80424,ABAJET,-3366.85262,-0.128834,7.9266,1.07704,0.10554,-0.27865,-0.17311,341.433706
80425,CEXPOM,-3229.332822,-0.081911,0.009,1.1831,0.07876,-0.20332,-0.12456,292.69042
80426,TOQRAU,-4578.522284,-0.189602,3.3519,0.83767,0.17496,-0.18692,-0.01196,461.160364
80427,IFOBIO,-3679.75956,-0.160016,6.7586,1.2482,0.12465,-0.20007,-0.07542,400.617257
80428,KAZFAU,-3150.730962,-0.072761,0.0037,1.18158,0.08466,-0.21162,-0.12696,269.740767
80429,CEHCAT,-3180.622645,-0.056468,7.5269,1.17723,0.13981,-0.25144,-0.11163,235.568155
80430,NANYUZ,-6259.184763,-0.186594,4.6805,1.18171,0.09721,-0.17789,-0.08068,523.753144
80431,YOQXAF,-7838.709028,-0.073418,10.3303,0.92963,0.14702,-0.21025,-0.06323,266.239018
80434,HALVEV,-3690.764261,-0.158726,0.0001,1.2644,0.08953,-0.18107,-0.09154,504.405775
80435,QURFUG,-3666.734154,-0.16539,4.6252,1.17535,0.01189,-0.14058,-0.12869,478.288847
80437,AQERUJ,-3423.814446,-0.086619,5.5149,1.03979,0.09563,-0.31719,-0.22156,310.554219
80441,XEFNII,-4193.848423,-0.077553,4.7537,0.87663,0.11058,-0.17272,-0.06214,284.343215
80442,HUPYAT,-3764.625086,-0.192792,5.3533,1.18325,0.09953,-0.17582,-0.07629,527.867167
80443,EGAPUX,-2815.186277,-0.07579,3.8587,1.16906,0.12461,-0.18974,-0.06513,268.094649
80445,OJAQUM,-3419.198068,-0.128781,2.2795,1.09766,0.14835,-0.20495,-0.0566,409.35887
80446,ICEDAW,-3423.993818,-0.140114,6.5976,1.1275,0.16643,-0.21104,-0.04461,424.996532
80447,RANRUU,-3070.114371,-0.135019,3.5323,1.12994,0.0922,-0.16686,-0.07466,368.211795
80449,IWEVUC,-3926.290016,-0.095767,0.0015,1.19008,0.13187,-0.20649,-0.07462,372.482855
80450,QEZWAW,-4502.955982,-0.143767,4.4061,0.9144,0.14977,-0.18305,-0.03328,457.335786
80451,RENKEA,-5234.308321,-0.165149,0.0003,1.25826,0.1687,-0.23886,-0.07016,464.874781
80452,SOTTIH,-4559.857673,-0.220384,3.5269,1.2276,0.14159,-0.19788,-0.05629,707.51597
80457,SIBMEW,-3710.756327,-0.077263,19.0126,1.0777,0.12725,-0.15194,-0.02469,241.250419
80458,FOPSEJ,-3859.23554,-0.088042,7.4216,0.92011,0.10311,-0.18772,-0.08461,328.952239
80460,IDAYUJ,-3617.122496,-0.089975,11.0031,0.93862,0.16223,-0.21727,-0.05504,277.516377
80461,MIDWEB,-3425.488441,-0.069438,10.802,0.94297,0.19319,-0.21749,-0.0243,226.592587
80463,QUQTUT,-3616.316087,-0.068057,11.4372,0.96133,0.20082,-0.21296,-0.01214,253.728665
80464,GIHSIA,-2696.816496,-0.072445,0.0029,1.10916,0.11135,-0.1669,-0.05555,254.381467
80465,YIZZUD,-3142.286078,-0.101641,4.5618,1.12281,0.10591,-0.16418,-0.05827,321.114441
80467,TICXEK,-3493.122808,-0.107398,14.6443,1.15288,0.08157,-0.19267,-0.1111,371.22088
80468,DORHUP,-3697.703924,-0.166428,2.4682,1.151,0.16121,-0.19974,-0.03853,472.174806
80469,REHFEP,-4594.612478,-0.181688,5.3777,1.21028,0.1002,-0.17755,-0.07735,514.346081
80470,OJELOE,-5218.173879,-0.229713,3.817,0.90608,0.14817,-0.28266,-0.13449,646.051838
80471,JAFCIF,-3466.193227,-0.151281,1.4764,1.16006,0.1427,-0.17462,-0.03192,434.51541
80472,FIQSUT,-4430.657295,-0.081219,13.9295,0.91891,0.04424,-0.19384,-0.1496,287.185223
80474,HALWIA,-3690.764242,-0.158736,0.0007,1.26445,0.0895,-0.18104,-0.09154,504.405583
80475,XIZVAG,-2921.384473,-0.066827,4.7043,1.16491,0.16948,-0.1899,-0.02042,253.952341
80477,YIYPIF,-4404.548544,-0.260351,5.0314,1.18686,0.01292,-0.14694,-0.13402,674.781173
80478,XICZIS,-3579.874088,-0.068125,5.824,1.00193,0.18651,-0.19798,-0.01147,222.634662
80479,XEYVUT,-3773.294337,-0.092465,17.9305,1.10765,0.12761,-0.15714,-0.02953,267.438275
80480,XUFMES,-3812.261731,-0.182982,8.1025,0.98708,0.13149,-0.16991,-0.03842,475.469554
80482,YICKAX,-8498.213621,-0.070015,16.2746,0.97764,0.11328,-0.18299,-0.06971,245.930709
80483,POJHED,-3660.420571,-0.091362,5.4824,0.99431,0.20226,-0.20299,-0.00073,275.357173
80484,LEYQIP,-5019.703609,-0.197651,7.5366,0.7589,0.15851,-0.18632,-0.02781,559.464027
80485,BECXEN,-3609.356592,-0.121321,0.0026,1.30231,0.12646,-0.20143,-0.07497,426.949406
80486,KESTAF,-3293.278213,-0.081355,0.0039,1.183,0.10777,-0.20866,-0.10089,280.034352
80488,LEMVAB,-6225.545317,-0.082468,2.5935,0.76356,0.06346,-0.16369,-0.10023,348.10798
80489,MISVIW,-3598.55161,-0.066373,12.6477,0.95941,0.08721,-0.06924,0.01797,262.727283
80490,SUNNAR,-3351.158849,-0.118134,11.1174,1.14389,0.06913,-0.1601,-0.09097,357.257561
80497,YAMYOA,-3843.401907,-0.177513,0.0008,1.22292,0.08388,-0.17417,-0.09029,524.291814
80498,FOQQOR,-4777.338131,-0.178317,0.0026,1.20261,0.13471,-0.18766,-0.05295,498.304863
80499,WEBLUN,-3230.215498,-0.038716,6.5814,0.97136,0.21663,-0.2382,-0.02157,174.0113
80501,GEWZAL,-4305.750961,-0.228719,0.5933,1.23681,0.08598,-0.17646,-0.09048,617.452767
80502,WUSBOC,-8299.293832,-0.073112,8.0357,0.91765,0.14716,-0.23123,-0.08407,235.712771
80503,JIVREL,-3690.764247,-0.158739,0.0007,1.26445,0.08948,-0.18104,-0.09156,504.404977
80504,LIQHUQ,-4357.53494,-0.227237,4.6383,1.18773,0.08674,-0.17425,-0.08751,620.463875
80505,REVZIC,-3430.298794,-0.072251,7.5613,0.96031,0.18929,-0.22597,-0.03668,246.74423
80506,OZIMOB,-3111.434222,-0.080572,5.9903,1.19606,0.13498,-0.22074,-0.08576,282.531177
80507,YORRUU,-3293.879677,-0.077162,3.0847,1.18321,0.16308,-0.2077,-0.04462,254.603446
80508,YAKYOB,-4328.575826,-0.112538,1.6201,0.88827,0.14508,-0.18009,-0.03501,332.590146
80510,FEHXIB,-4940.818042,-0.09038,8.4981,0.80753,0.10241,-0.20176,-0.09935,327.535747
80511,AROBUE,-3752.751696,-0.077666,4.9069,1.15183,0.16463,-0.24502,-0.08039,255.653205
80512,MIKNIE,-5010.418878,-0.214366,5.8972,1.0425,0.07653,-0.18149,-0.10496,618.752007
80513,DOQQOS,-4977.261785,-0.258074,0.0018,1.23442,0.07478,-0.17194,-0.09716,734.474157
80514,DILTIE,-4510.481568,-0.139199,3.1068,1.08795,0.0892,-0.17539,-0.08619,446.284982
80516,UNOXIG,-13749.59847,-0.163792,9.8171,1.13104,0.09515,-0.18914,-0.09399,467.239753
80517,YEJGOL,-3717.803468,-0.114169,2.846,1.18761,0.1285,-0.20242,-0.07392,427.50357
80518,NENMAU,-2697.645372,-0.049012,1.6956,0.98782,0.14944,-0.21373,-0.06429,213.119793
80519,IGUROR,-3937.828579,-0.16507,4.7751,1.02582,0.12666,-0.16009,-0.03343,466.217089
80520,NANZUA,-6259.189767,-0.185746,4.4363,1.20642,0.10177,-0.17678,-0.07501,523.752122
80521,GOPDOH,-3807.016894,-0.091318,10.0338,0.83661,0.07918,-0.18804,-0.10886,342.057477
80522,YAYYAZ,-3457.288799,-0.119489,3.794,1.17971,0.13036,-0.22576,-0.0954,355.439348
80526,YUZYOJ,-3418.982929,-0.132005,2.6883,1.186,0.14717,-0.18537,-0.0382,373.168802
80527,NITTIT,-3300.161545,-0.120457,8.9294,1.1599,0.16752,-0.16123,0.00629,303.980415
80528,QUNHOX,-3332.768316,-0.191079,2.4855,1.14636,0.13984,-0.18161,-0.04177,458.839065
80529,JEXTUB,-3674.835381,-0.09043,9.6046,0.9478,0.09502,-0.20378,-0.10876,298.517379
80530,WEMXAP,-4956.354434,-0.301675,6.4827,1.22033,0.08347,-0.18436,-0.10089,806.35301
80531,KITGAW,-3594.514083,-0.068525,1.6817,1.15325,0.13272,-0.2286,-0.09588,263.996726
80532,OKEZOT,-3220.879853,-0.042873,0.5749,0.9878,0.12398,-0.18236,-0.05838,192.238676
80533,LECWIA,-4167.566284,-0.155374,0.0026,1.1853,0.16183,-0.21809,-0.05626,514.843282
80534,POFHOI,-4170.048416,-0.127318,2.9555,1.18525,0.11711,-0.21726,-0.10015,374.438851
80535,DAQJAI,-4499.61932,-0.147533,5.074,0.96415,0.09104,-0.16934,-0.0783,474.637454
80537,SEMPIJ,-3690.76427,-0.158721,0.0005,1.26438,0.08957,-0.18109,-0.09152,504.406266
80538,FANXEY,-4184.037655,-0.102267,12.331,0.94997,0.14771,-0.20998,-0.06227,389.167775
80540,NETYES,-3456.125593,-0.133705,6.055,1.14329,0.09259,-0.28384,-0.19125,393.387831
80545,MAZTEO,-2664.809539,-0.080629,1.4009,1.11479,0.09325,-0.17717,-0.08392,256.499451
80549,TEYQAS,-3189.276844,-0.103396,6.6393,1.13964,0.12112,-0.31428,-0.19316,342.564809
80550,AKANOQ,-3679.830932,-0.185146,0.0009,1.13342,0.17061,-0.16898,0.00163,462.579213
80551,REJWIP,-3911.768666,-0.187496,0.7592,1.167,0.1917,-0.16928,0.02242,486.325727
80552,EHIZAY,-5245.925765,-0.148169,3.8922,1.23008,0.0961,-0.22008,-0.12398,442.349033
80553,PESKEE,-3114.299405,-0.081436,8.3494,1.16062,0.10517,-0.20524,-0.10007,309.044895
80554,KUHGOL,-4082.868747,-0.084145,7.3802,0.9542,0.11533,-0.2118,-0.09647,262.272168
80555,URUXAI,-6195.562576,-0.193154,3.6535,1.18072,0.13065,-0.16043,-0.02978,479.61362
80556,UDOCUL,-4126.818323,-0.152197,4.2871,0.99387,0.13166,-0.18455,-0.05289,448.798622
80557,SUVYUF,-3274.353816,-0.048822,8.953,0.95799,0.15792,-0.22767,-0.06975,200.409299
80558,EWUDAD,-3780.633625,-0.063924,11.9882,0.94048,0.09702,-0.20739,-0.11037,230.801318
80559,RUVZAK,-2976.16639,-0.036205,18.6306,0.77515,0.02281,-0.19828,-0.17547,194.001577
80562,QAMKUK,-5679.948972,-0.207286,19.6333,1.17268,0.13077,-0.18605,-0.05528,558.106467
80563,QAMMIA,-5360.397789,-0.180171,14.1069,1.17244,0.10594,-0.20151,-0.09557,497.663976
